,id,location,fault_severity,event_type,severity_type,log_feature,volume,resource_type
4427,4561,location 112,1,event_type 34,severity_type 2,feature 232,1,resource_type 2
4428,9558,location 619,0,event_type 11,severity_type 1,feature 170,1,resource_type 8
4429,12189,location 157,1,event_type 20,severity_type 1,feature 134,1,resource_type 2
4430,6148,location 957,0,event_type 54,severity_type 5,feature 360,2,resource_type 2
4431,1320,location 875,0,event_type 11,severity_type 2,feature 70,1,resource_type 8
4432,13966,location 106,0,event_type 35,severity_type 4,feature 301,1,resource_type 2
4433,8577,location 1042,0,event_type 15,severity_type 2,feature 82,30,resource_type 8
4434,11955,location 242,0,event_type 34,severity_type 2,feature 309,1,resource_type 2
4435,13681,location 226,1,event_type 35,severity_type 2,feature 312,2,resource_type 2
4436,191,location 95,1,event_type 35,severity_type 2,feature 227,1,resource_type 2
4437,17962,location 793,0,event_type 11,severity_type 1,feature 195,15,resource_type 8
4438,6970,location 466,0,event_type 34,severity_type 2,feature 234,12,resource_type 2
4439,18372,location 944,1,event_type 11,severity_type 2,feature 85,1,resource_type 8
4440,9075,location 793,0,event_type 11,severity_type 2,feature 73,1,resource_type 8
4441,9179,location 794,0,event_type 11,severity_type 1,feature 47,2,resource_type 8
4442,12184,location 474,0,event_type 34,severity_type 2,feature 232,1,resource_type 2
4443,17101,location 149,0,event_type 35,severity_type 2,feature 233,14,resource_type 2
4444,3855,location 793,0,event_type 11,severity_type 1,feature 195,14,resource_type 8
4445,1035,location 618,0,event_type 40,severity_type 1,feature 162,1,resource_type 2
4446,2026,location 1054,1,event_type 11,severity_type 2,feature 187,1,resource_type 8
4447,11313,location 1010,1,event_type 11,severity_type 1,feature 195,1,resource_type 8
4448,16825,location 466,0,event_type 35,severity_type 2,feature 312,1,resource_type 2
4449,6717,location 33,1,event_type 20,severity_type 1,feature 219,2,resource_type 2
4450,15970,location 1011,1,event_type 11,severity_type 1,feature 196,2,resource_type 8
4451,11118,location 477,0,event_type 35,severity_type 2,feature 234,1,resource_type 2
4452,772,location 763,1,event_type 15,severity_type 2,feature 82,10,resource_type 8
4453,7009,location 472,0,event_type 34,severity_type 2,feature 312,3,resource_type 2
4454,3697,location 116,0,event_type 34,severity_type 2,feature 227,2,resource_type 2
4455,1385,location 122,0,event_type 34,severity_type 2,feature 232,2,resource_type 2
4456,10765,location 976,1,event_type 15,severity_type 2,feature 82,12,resource_type 8
4457,12201,location 480,0,event_type 35,severity_type 2,feature 310,29,resource_type 2
4458,11854,location 495,0,event_type 34,severity_type 2,feature 312,28,resource_type 2
4459,1767,location 239,0,event_type 35,severity_type 2,feature 312,5,resource_type 2
4460,15158,location 1095,0,event_type 11,severity_type 2,feature 68,1,resource_type 8
4461,6857,location 1113,1,event_type 11,severity_type 1,feature 54,4,resource_type 8
4462,2931,location 805,0,event_type 11,severity_type 2,feature 191,1,resource_type 8
4463,14156,location 491,0,event_type 35,severity_type 2,feature 232,1,resource_type 2
4464,15306,location 887,0,event_type 11,severity_type 1,feature 170,1,resource_type 8
4465,13548,location 738,1,event_type 6,severity_type 1,feature 198,1,resource_type 8
4466,10482,location 704,0,event_type 15,severity_type 2,feature 82,8,resource_type 8
4467,14505,location 148,0,event_type 34,severity_type 2,feature 227,1,resource_type 2
4468,12720,location 1075,1,event_type 11,severity_type 1,feature 82,16,resource_type 8
4469,11030,location 808,0,event_type 11,severity_type 1,feature 193,3,resource_type 8
4470,17208,location 837,1,event_type 22,severity_type 1,feature 222,2,resource_type 7
4471,14129,location 155,0,event_type 34,severity_type 2,feature 232,15,resource_type 2
4472,7941,location 756,0,event_type 11,severity_type 1,feature 170,3,resource_type 8
4473,1069,location 126,0,event_type 35,severity_type 2,feature 235,1,resource_type 2
4474,4295,location 498,0,event_type 35,severity_type 4,feature 312,1,resource_type 2
4475,17982,location 1061,0,event_type 15,severity_type 2,feature 80,1,resource_type 8
4476,3835,location 336,1,event_type 35,severity_type 2,feature 312,1,resource_type 2
4477,5306,location 654,1,event_type 30,severity_type 5,feature 218,1,resource_type 9
4478,3778,location 493,0,event_type 34,severity_type 2,feature 309,1,resource_type 2
4479,7829,location 664,0,event_type 11,severity_type 1,feature 55,2,resource_type 8
4480,10941,location 836,0,event_type 11,severity_type 1,feature 195,2,resource_type 8
4481,12747,location 206,1,event_type 34,severity_type 2,feature 232,1,resource_type 2
4482,10059,location 821,2,event_type 11,severity_type 1,feature 80,4,resource_type 8
4483,14783,location 653,1,event_type 54,severity_type 1,feature 82,16,resource_type 8
4484,17595,location 1,2,event_type 15,severity_type 1,feature 203,14,resource_type 8
4485,12692,location 816,0,event_type 13,severity_type 1,feature 345,1,resource_type 6
4486,7313,location 1020,2,event_type 11,severity_type 1,feature 54,10,resource_type 8
4487,6789,location 450,0,event_type 35,severity_type 2,feature 315,2,resource_type 2
4488,8340,location 255,0,event_type 35,severity_type 2,feature 312,13,resource_type 2
4489,5608,location 470,0,event_type 35,severity_type 2,feature 313,1,resource_type 2
4490,17517,location 475,0,event_type 35,severity_type 2,feature 314,36,resource_type 2
4491,12329,location 644,1,event_type 44,severity_type 1,feature 291,2,resource_type 2
4492,15267,location 461,0,event_type 35,severity_type 2,feature 312,22,resource_type 2
4493,10026,location 879,0,event_type 11,severity_type 2,feature 73,1,resource_type 8
4494,2937,location 613,0,event_type 11,severity_type 1,feature 203,9,resource_type 8
4495,7350,location 821,0,event_type 11,severity_type 1,feature 71,1,resource_type 1
4496,2857,location 155,0,event_type 11,severity_type 2,feature 181,1,resource_type 8
4497,17464,location 124,0,event_type 35,severity_type 2,feature 235,2,resource_type 2
4498,14909,location 1033,2,event_type 11,severity_type 1,feature 54,2,resource_type 8
4499,6834,location 1015,1,event_type 11,severity_type 1,feature 54,3,resource_type 8
4500,9299,location 496,0,event_type 11,severity_type 2,feature 44,1,resource_type 8
4501,13088,location 816,1,event_type 11,severity_type 1,feature 163,3,resource_type 4
4502,13079,location 1023,0,event_type 30,severity_type 1,feature 133,1,resource_type 9
4503,17207,location 126,0,event_type 34,severity_type 2,feature 312,35,resource_type 2
4504,10951,location 468,0,event_type 35,severity_type 2,feature 232,6,resource_type 2
4505,13724,location 846,1,event_type 15,severity_type 2,feature 82,16,resource_type 8
4506,2909,location 834,2,event_type 15,severity_type 2,feature 203,9,resource_type 8
4507,4882,location 296,1,event_type 34,severity_type 2,feature 232,1,resource_type 2
4508,15107,location 713,0,event_type 15,severity_type 2,feature 80,3,resource_type 8
4509,9328,location 726,2,event_type 11,severity_type 1,feature 155,8,resource_type 8
4510,499,location 892,2,event_type 44,severity_type 1,feature 376,10,resource_type 2
4511,9780,location 737,1,event_type 11,severity_type 2,feature 157,2,resource_type 8
4512,2100,location 1042,1,event_type 15,severity_type 1,feature 82,8,resource_type 8
4513,14070,location 977,1,event_type 30,severity_type 5,feature 133,2,resource_type 9
4514,5427,location 1023,0,event_type 11,severity_type 2,feature 73,1,resource_type 8
4515,3844,location 805,0,event_type 11,severity_type 1,feature 191,1,resource_type 8
4516,13324,location 158,0,event_type 35,severity_type 1,feature 232,4,resource_type 2
4517,2618,location 600,2,event_type 15,severity_type 2,feature 71,1,resource_type 8
4518,2445,location 266,1,event_type 35,severity_type 2,feature 312,1,resource_type 2
4519,5607,location 607,0,event_type 11,severity_type 4,feature 197,1,resource_type 7
4520,11526,location 600,2,event_type 15,severity_type 2,feature 203,7,resource_type 8
4521,9543,location 499,0,event_type 34,severity_type 2,feature 233,1,resource_type 2
4522,7148,location 1033,0,event_type 11,severity_type 1,feature 54,6,resource_type 8
4523,12840,location 808,0,event_type 15,severity_type 1,feature 71,8,resource_type 8
4524,2501,location 122,0,event_type 35,severity_type 2,feature 307,7,resource_type 2
4525,1478,location 122,0,event_type 34,severity_type 2,feature 235,3,resource_type 2
4526,10959,location 159,0,event_type 35,severity_type 2,feature 312,7,resource_type 2
4527,15844,location 1030,1,event_type 11,severity_type 1,feature 170,1,resource_type 8
4528,15351,location 525,0,event_type 11,severity_type 1,feature 44,5,resource_type 2
4529,16721,location 744,0,event_type 20,severity_type 1,feature 219,1,resource_type 2
4530,10871,location 976,0,event_type 15,severity_type 1,feature 82,16,resource_type 8
4531,8969,location 126,0,event_type 35,severity_type 2,feature 312,4,resource_type 2
4532,5672,location 1099,0,event_type 11,severity_type 1,feature 202,9,resource_type 8
4533,7235,location 734,0,event_type 15,severity_type 1,feature 82,22,resource_type 8
4534,5375,location 7,1,event_type 11,severity_type 1,feature 191,7,resource_type 8
4535,11342,location 408,1,event_type 35,severity_type 2,feature 233,1,resource_type 2
4536,16356,location 120,1,event_type 35,severity_type 2,feature 307,1,resource_type 2
4537,17547,location 870,0,event_type 20,severity_type 1,feature 219,1,resource_type 2
4538,12639,location 292,0,event_type 35,severity_type 2,feature 313,2,resource_type 2
4539,3607,location 883,1,event_type 11,severity_type 1,feature 54,1,resource_type 8
4540,10564,location 505,0,event_type 34,severity_type 2,feature 309,52,resource_type 2
4541,1557,location 181,0,event_type 34,severity_type 2,feature 315,2,resource_type 2
4542,8738,location 1054,0,event_type 11,severity_type 4,feature 73,1,resource_type 8
4543,3278,location 73,1,event_type 11,severity_type 1,feature 127,1,resource_type 3
4544,7097,location 451,0,event_type 34,severity_type 2,feature 232,18,resource_type 2
4545,1730,location 1110,0,event_type 20,severity_type 1,feature 134,1,resource_type 2
4546,10450,location 488,0,event_type 35,severity_type 2,feature 233,2,resource_type 2
4547,17687,location 931,0,event_type 15,severity_type 2,feature 80,1,resource_type 8
4548,4362,location 183,0,event_type 20,severity_type 1,feature 219,1,resource_type 2
4549,10127,location 1088,1,event_type 13,severity_type 1,feature 179,1,resource_type 8
4550,14714,location 210,0,event_type 35,severity_type 2,feature 232,2,resource_type 2
4551,7497,location 684,0,event_type 15,severity_type 2,feature 203,12,resource_type 8
4552,10822,location 884,2,event_type 11,severity_type 1,feature 155,10,resource_type 8
4553,10762,location 707,0,event_type 15,severity_type 2,feature 71,2,resource_type 8
4554,15772,location 91,0,event_type 34,severity_type 2,feature 307,2,resource_type 2
4555,7401,location 924,0,event_type 11,severity_type 1,feature 345,2,resource_type 6
4556,16484,location 283,0,event_type 35,severity_type 2,feature 232,1,resource_type 2
4557,130,location 7,0,event_type 11,severity_type 1,feature 171,1,resource_type 8
4558,6292,location 834,2,event_type 15,severity_type 2,feature 203,14,resource_type 8
4559,9127,location 1024,0,event_type 11,severity_type 1,feature 195,11,resource_type 8
4560,4252,location 477,0,event_type 35,severity_type 1,feature 301,1,resource_type 2
4561,9006,location 226,1,event_type 34,severity_type 2,feature 312,2,resource_type 2
4562,3380,location 475,0,event_type 34,severity_type 2,feature 234,1,resource_type 2
4563,14938,location 948,0,event_type 18,severity_type 1,feature 273,2,resource_type 10
4564,12817,location 139,0,event_type 35,severity_type 2,feature 312,1,resource_type 2
4565,17452,location 817,0,event_type 15,severity_type 2,feature 167,3,resource_type 8
4566,12583,location 3,0,event_type 11,severity_type 2,feature 55,1,resource_type 8
4567,15938,location 883,1,event_type 11,severity_type 1,feature 170,1,resource_type 8
4568,12349,location 600,2,event_type 15,severity_type 2,feature 203,5,resource_type 8
4569,9243,location 909,1,event_type 14,severity_type 1,feature 134,1,resource_type 2
4570,6812,location 242,0,event_type 35,severity_type 2,feature 229,46,resource_type 2
4571,16752,location 931,0,event_type 11,severity_type 1,feature 201,2,resource_type 8
4572,7719,location 976,2,event_type 11,severity_type 1,feature 80,3,resource_type 8
4573,1002,location 665,1,event_type 11,severity_type 1,feature 55,11,resource_type 8
4574,4861,location 1017,1,event_type 11,severity_type 1,feature 170,1,resource_type 8
4575,10442,location 459,0,event_type 35,severity_type 2,feature 234,1,resource_type 2
4576,12396,location 1107,0,event_type 15,severity_type 2,feature 82,16,resource_type 8
4577,421,location 836,0,event_type 11,severity_type 1,feature 73,7,resource_type 8
4578,608,location 1008,1,event_type 15,severity_type 2,feature 82,13,resource_type 8
4579,134,location 892,2,event_type 42,severity_type 1,feature 291,6,resource_type 2
4580,18344,location 197,0,event_type 35,severity_type 4,feature 312,2,resource_type 2
4581,9982,location 834,1,event_type 15,severity_type 2,feature 82,30,resource_type 8
4582,7259,location 91,0,event_type 35,severity_type 2,feature 227,14,resource_type 2
4583,1587,location 363,1,event_type 34,severity_type 2,feature 227,1,resource_type 2
4584,16991,location 135,0,event_type 34,severity_type 2,feature 315,2,resource_type 2
4585,12344,location 1056,1,event_type 13,severity_type 1,feature 273,1,resource_type 6
4586,17807,location 903,1,event_type 11,severity_type 1,feature 170,3,resource_type 8
4587,5845,location 155,0,event_type 35,severity_type 2,feature 307,1,resource_type 2
4588,15860,location 821,1,event_type 54,severity_type 1,feature 193,1,resource_type 8
4589,16312,location 141,0,event_type 34,severity_type 2,feature 312,2,resource_type 2
4590,2765,location 734,0,event_type 15,severity_type 2,feature 80,2,resource_type 8
4591,20,location 79,0,event_type 54,severity_type 2,feature 55,1,resource_type 8
4592,5273,location 640,1,event_type 50,severity_type 1,feature 374,1,resource_type 2
4593,5062,location 374,0,event_type 34,severity_type 2,feature 232,15,resource_type 2
4594,9420,location 892,0,event_type 44,severity_type 2,feature 376,1,resource_type 2
4595,14743,location 1007,0,event_type 15,severity_type 1,feature 80,4,resource_type 8
4596,18101,location 255,0,event_type 34,severity_type 2,feature 232,42,resource_type 2
4597,15418,location 895,1,event_type 44,severity_type 1,feature 375,5,resource_type 2
4598,8278,location 499,0,event_type 35,severity_type 2,feature 232,30,resource_type 2
4599,12498,location 145,0,event_type 34,severity_type 2,feature 307,1,resource_type 2
4600,16505,location 1075,0,event_type 15,severity_type 2,feature 82,8,resource_type 8
4601,18346,location 445,0,event_type 34,severity_type 2,feature 232,5,resource_type 2
4602,10982,location 108,1,event_type 35,severity_type 2,feature 227,1,resource_type 2
4603,5279,location 548,0,event_type 20,severity_type 1,feature 219,1,resource_type 2
4604,2327,location 936,2,event_type 11,severity_type 1,feature 75,2,resource_type 8
4605,9180,location 798,1,event_type 15,severity_type 2,feature 82,2,resource_type 8
4606,7877,location 506,0,event_type 34,severity_type 2,feature 312,86,resource_type 2
4607,10324,location 65,2,event_type 32,severity_type 1,feature 171,16,resource_type 8
4608,17512,location 466,0,event_type 34,severity_type 2,feature 314,3,resource_type 2
4609,5774,location 208,0,event_type 35,severity_type 4,feature 312,1,resource_type 2
4610,14684,location 710,0,event_type 11,severity_type 2,feature 73,1,resource_type 8
4611,3660,location 823,0,event_type 15,severity_type 2,feature 71,4,resource_type 8
4612,18548,location 278,0,event_type 34,severity_type 2,feature 232,4,resource_type 2
4613,3745,location 465,0,event_type 20,severity_type 1,feature 233,1,resource_type 2
4614,17265,location 1061,2,event_type 15,severity_type 2,feature 82,1,resource_type 8
4615,5202,location 648,0,event_type 23,severity_type 1,feature 170,16,resource_type 7
4616,17285,location 834,2,event_type 11,severity_type 1,feature 82,27,resource_type 8
4617,7023,location 599,2,event_type 15,severity_type 2,feature 203,23,resource_type 8
4618,18490,location 1008,0,event_type 15,severity_type 2,feature 82,14,resource_type 8
4619,1087,location 1107,0,event_type 15,severity_type 2,feature 82,6,resource_type 8
4620,15407,location 1112,0,event_type 11,severity_type 1,feature 182,1,resource_type 8
4621,11353,location 556,1,event_type 8,severity_type 1,feature 154,1,resource_type 3
4622,3237,location 208,0,event_type 35,severity_type 2,feature 232,1,resource_type 2
4623,6889,location 242,0,event_type 34,severity_type 2,feature 312,4,resource_type 2
4624,4228,location 793,0,event_type 11,severity_type 1,feature 195,18,resource_type 8
4625,7622,location 756,2,event_type 11,severity_type 1,feature 155,9,resource_type 8
4626,7444,location 627,0,event_type 23,severity_type 2,feature 305,6,resource_type 8
4627,7521,location 369,0,event_type 35,severity_type 2,feature 233,2,resource_type 2
4628,8433,location 891,0,event_type 11,severity_type 2,feature 195,3,resource_type 8
4629,8592,location 479,0,event_type 35,severity_type 2,feature 229,3,resource_type 2
4630,10475,location 821,0,event_type 15,severity_type 1,feature 74,4,resource_type 8
4631,9181,location 825,1,event_type 20,severity_type 1,feature 219,1,resource_type 2
4632,13167,location 976,2,event_type 15,severity_type 1,feature 203,10,resource_type 8
4633,11147,location 814,0,event_type 11,severity_type 1,feature 191,1,resource_type 8
4634,6159,location 691,0,event_type 23,severity_type 2,feature 306,10,resource_type 7
4635,7320,location 322,0,event_type 34,severity_type 2,feature 312,1,resource_type 2
4636,14734,location 734,2,event_type 11,severity_type 1,feature 193,1,resource_type 8
4637,17401,location 124,0,event_type 35,severity_type 2,feature 232,4,resource_type 2
4638,9039,location 1111,1,event_type 11,severity_type 1,feature 170,2,resource_type 8
4639,12530,location 946,0,event_type 11,severity_type 1,feature 195,46,resource_type 8
4640,15487,location 704,2,event_type 15,severity_type 1,feature 82,2,resource_type 8
4641,18533,location 734,0,event_type 11,severity_type 1,feature 76,1,resource_type 8
4642,18064,location 584,0,event_type 11,severity_type 1,feature 73,3,resource_type 8
4643,13570,location 466,0,event_type 34,severity_type 2,feature 314,10,resource_type 2
4644,2781,location 1109,0,event_type 18,severity_type 1,feature 268,2,resource_type 10
4645,16247,location 498,0,event_type 35,severity_type 2,feature 315,7,resource_type 2
4646,13279,location 1106,1,event_type 20,severity_type 1,feature 87,1,resource_type 8
4647,4137,location 839,0,event_type 11,severity_type 2,feature 170,1,resource_type 8
4648,16004,location 872,0,event_type 20,severity_type 1,feature 219,1,resource_type 2
4649,9879,location 1008,1,event_type 15,severity_type 2,feature 80,1,resource_type 8
4650,1664,location 354,1,event_type 34,severity_type 2,feature 312,1,resource_type 2
4651,11939,location 821,1,event_type 15,severity_type 2,feature 82,10,resource_type 8
4652,138,location 684,0,event_type 11,severity_type 1,feature 71,10,resource_type 8
4653,4877,location 507,0,event_type 34,severity_type 2,feature 312,4,resource_type 2
4654,4590,location 474,0,event_type 34,severity_type 2,feature 233,2,resource_type 2
4655,6172,location 931,0,event_type 11,severity_type 1,feature 201,6,resource_type 8
4656,11537,location 726,1,event_type 11,severity_type 1,feature 54,1,resource_type 8
4657,115,location 264,1,event_type 35,severity_type 2,feature 312,1,resource_type 2
4658,17661,location 704,2,event_type 15,severity_type 1,feature 203,12,resource_type 8
4659,3256,location 7,0,event_type 11,severity_type 1,feature 70,8,resource_type 8
4660,4664,location 846,0,event_type 11,severity_type 1,feature 203,4,resource_type 8
4661,17284,location 836,0,event_type 11,severity_type 1,feature 73,30,resource_type 8
4662,8002,location 118,0,event_type 35,severity_type 2,feature 232,8,resource_type 2
4663,11097,location 474,0,event_type 21,severity_type 1,feature 135,1,resource_type 2
4664,5379,location 1026,1,event_type 13,severity_type 1,feature 179,2,resource_type 6
4665,7961,location 450,0,event_type 34,severity_type 2,feature 312,1,resource_type 2
4666,12003,location 655,1,event_type 11,severity_type 1,feature 2,1,resource_type 8
4667,7262,location 242,0,event_type 34,severity_type 2,feature 312,51,resource_type 2
4668,13002,location 734,1,event_type 11,severity_type 1,feature 80,1,resource_type 8
4669,3960,location 91,0,event_type 34,severity_type 2,feature 315,100,resource_type 2
4670,455,location 124,0,event_type 34,severity_type 2,feature 315,1,resource_type 2
4671,7759,location 465,0,event_type 35,severity_type 2,feature 312,45,resource_type 2
4672,11493,location 135,1,event_type 34,severity_type 1,feature 301,3,resource_type 2
4673,3225,location 1033,1,event_type 11,severity_type 1,feature 86,1,resource_type 8
4674,4008,location 845,0,event_type 15,severity_type 2,feature 203,2,resource_type 8
4675,13425,location 1100,2,event_type 15,severity_type 1,feature 172,1,resource_type 8
4676,3155,location 181,0,event_type 35,severity_type 2,feature 233,7,resource_type 2
4677,3762,location 875,0,event_type 11,severity_type 1,feature 81,2,resource_type 8
4678,17340,location 577,0,event_type 20,severity_type 1,feature 134,2,resource_type 2
4679,11188,location 895,2,event_type 45,severity_type 1,feature 283,17,resource_type 2
4680,8529,location 1061,1,event_type 15,severity_type 2,feature 80,1,resource_type 8
4681,10738,location 359,0,event_type 35,severity_type 2,feature 232,2,resource_type 2
4682,1847,location 477,0,event_type 35,severity_type 2,feature 232,61,resource_type 2
4683,125,location 793,0,event_type 11,severity_type 1,feature 195,15,resource_type 8
4684,4987,location 805,0,event_type 11,severity_type 1,feature 70,4,resource_type 8
4685,11307,location 798,2,event_type 15,severity_type 2,feature 68,1,resource_type 8
4686,11956,location 122,0,event_type 34,severity_type 2,feature 232,1,resource_type 2
4687,18174,location 1053,0,event_type 15,severity_type 1,feature 201,1,resource_type 8
4688,7678,location 133,0,event_type 34,severity_type 2,feature 233,3,resource_type 2
4689,13083,location 163,0,event_type 35,severity_type 1,feature 301,1,resource_type 2
4690,15781,location 627,0,event_type 23,severity_type 2,feature 306,2,resource_type 7
4691,7582,location 600,0,event_type 15,severity_type 2,feature 203,10,resource_type 8
4692,9428,location 713,1,event_type 11,severity_type 1,feature 80,2,resource_type 8
4693,3691,location 1055,0,event_type 11,severity_type 1,feature 193,16,resource_type 8
4694,14151,location 1052,1,event_type 15,severity_type 1,feature 82,29,resource_type 8
4695,4452,location 888,0,event_type 20,severity_type 1,feature 219,1,resource_type 2
4696,12380,location 793,0,event_type 11,severity_type 2,feature 195,7,resource_type 8
4697,10915,location 255,0,event_type 34,severity_type 2,feature 232,4,resource_type 2
4698,4370,location 252,1,event_type 20,severity_type 1,feature 219,1,resource_type 2
4699,6665,location 4,1,event_type 11,severity_type 1,feature 54,1,resource_type 8
4700,10656,location 282,1,event_type 34,severity_type 2,feature 227,1,resource_type 2
4701,6522,location 893,1,event_type 42,severity_type 1,feature 368,7,resource_type 2
4702,18135,location 1052,0,event_type 11,severity_type 1,feature 82,25,resource_type 8
4703,6177,location 292,0,event_type 34,severity_type 2,feature 232,3,resource_type 2
4704,6407,location 643,2,event_type 44,severity_type 1,feature 376,3,resource_type 2
4705,11648,location 744,1,event_type 11,severity_type 1,feature 273,1,resource_type 8
4706,5923,location 831,1,event_type 11,severity_type 1,feature 86,1,resource_type 8
4707,4250,location 962,2,event_type 15,severity_type 1,feature 203,6,resource_type 8
4708,16364,location 609,1,event_type 11,severity_type 4,feature 75,14,resource_type 7
4709,9711,location 570,1,event_type 11,severity_type 1,feature 55,2,resource_type 8
4710,12824,location 646,1,event_type 11,severity_type 1,feature 134,1,resource_type 8
4711,8678,location 619,1,event_type 11,severity_type 1,feature 170,1,resource_type 8
4712,11589,location 1100,2,event_type 15,severity_type 1,feature 193,4,resource_type 8
4713,16834,location 808,0,event_type 15,severity_type 1,feature 71,1,resource_type 8
4714,2896,location 1053,0,event_type 15,severity_type 2,feature 80,1,resource_type 8
4715,13857,location 461,0,event_type 35,severity_type 2,feature 232,15,resource_type 2
4716,3385,location 179,0,event_type 34,severity_type 2,feature 307,3,resource_type 2
4717,16313,location 244,0,event_type 35,severity_type 2,feature 312,34,resource_type 2
4718,15331,location 1100,2,event_type 15,severity_type 1,feature 203,6,resource_type 8
4719,2058,location 1051,0,event_type 11,severity_type 4,feature 54,2,resource_type 8
4720,12143,location 102,0,event_type 35,severity_type 2,feature 310,3,resource_type 2
4721,5212,location 467,0,event_type 34,severity_type 2,feature 312,11,resource_type 2
4722,10937,location 599,1,event_type 15,severity_type 2,feature 82,4,resource_type 8
4723,13642,location 1100,2,event_type 15,severity_type 1,feature 82,105,resource_type 8
4724,15959,location 990,1,event_type 11,severity_type 1,feature 170,2,resource_type 8
4725,12594,location 400,1,event_type 35,severity_type 2,feature 312,1,resource_type 2
4726,18142,location 763,0,event_type 15,severity_type 1,feature 82,2,resource_type 8
4727,3737,location 1052,0,event_type 54,severity_type 1,feature 82,7,resource_type 8
4728,13785,location 442,1,event_type 34,severity_type 2,feature 233,1,resource_type 2
4729,9574,location 931,0,event_type 11,severity_type 1,feature 82,2,resource_type 8
4730,7988,location 460,0,event_type 35,severity_type 4,feature 312,1,resource_type 2
4731,5270,location 489,0,event_type 34,severity_type 2,feature 232,4,resource_type 2
4732,4403,location 834,1,event_type 15,severity_type 2,feature 82,8,resource_type 8
4733,13804,location 63,0,event_type 11,severity_type 2,feature 55,1,resource_type 8
4734,4247,location 484,0,event_type 35,severity_type 2,feature 232,1,resource_type 2
4735,16455,location 1031,0,event_type 11,severity_type 1,feature 170,4,resource_type 8
4736,7281,location 396,0,event_type 35,severity_type 1,feature 301,1,resource_type 2
4737,2831,location 380,0,event_type 35,severity_type 2,feature 232,6,resource_type 2
4738,17143,location 1052,1,event_type 15,severity_type 2,feature 82,9,resource_type 8
4739,12586,location 469,0,event_type 35,severity_type 2,feature 313,3,resource_type 2
4740,9208,location 1075,1,event_type 15,severity_type 2,feature 203,2,resource_type 8
4741,15673,location 771,1,event_type 11,severity_type 1,feature 203,2,resource_type 8
4742,5559,location 1010,0,event_type 11,severity_type 1,feature 73,24,resource_type 8
4743,920,location 288,0,event_type 34,severity_type 2,feature 232,2,resource_type 2
4744,17381,location 600,0,event_type 15,severity_type 2,feature 82,38,resource_type 8
4745,11805,location 157,0,event_type 35,severity_type 2,feature 232,9,resource_type 2
4746,17441,location 793,0,event_type 11,severity_type 2,feature 195,2,resource_type 8
4747,3027,location 95,0,event_type 35,severity_type 2,feature 310,3,resource_type 2
4748,13250,location 522,0,event_type 35,severity_type 1,feature 232,4,resource_type 2
4749,14375,location 284,0,event_type 20,severity_type 1,feature 301,1,resource_type 2
4750,15672,location 1050,0,event_type 11,severity_type 2,feature 75,43,resource_type 8
4751,893,location 1019,0,event_type 11,severity_type 1,feature 82,30,resource_type 8
4752,17994,location 471,0,event_type 34,severity_type 2,feature 312,84,resource_type 2
4753,13826,location 95,0,event_type 35,severity_type 4,feature 312,1,resource_type 2
4754,7409,location 1010,1,event_type 11,severity_type 1,feature 195,3,resource_type 8
4755,11529,location 375,0,event_type 34,severity_type 2,feature 313,10,resource_type 2
4756,4149,location 834,0,event_type 15,severity_type 1,feature 193,3,resource_type 8
4757,1834,location 126,0,event_type 34,severity_type 2,feature 312,3,resource_type 2
4758,16173,location 167,0,event_type 35,severity_type 1,feature 134,1,resource_type 2
4759,4269,location 374,0,event_type 35,severity_type 2,feature 312,3,resource_type 2
4760,14488,location 704,1,event_type 15,severity_type 1,feature 68,1,resource_type 8
4761,6249,location 466,0,event_type 35,severity_type 2,feature 232,3,resource_type 2
4762,2577,location 1052,0,event_type 15,severity_type 1,feature 82,7,resource_type 8
4763,3631,location 526,0,event_type 34,severity_type 2,feature 235,2,resource_type 2
4764,16514,location 1009,0,event_type 30,severity_type 5,feature 133,1,resource_type 9
4765,8504,location 124,0,event_type 35,severity_type 1,feature 221,1,resource_type 2
4766,7807,location 834,1,event_type 15,severity_type 2,feature 203,8,resource_type 8
4767,1014,location 118,0,event_type 34,severity_type 1,feature 219,1,resource_type 2
4768,5668,location 490,0,event_type 35,severity_type 4,feature 315,1,resource_type 2
4769,12359,location 108,0,event_type 35,severity_type 2,feature 312,1,resource_type 2
4770,6992,location 742,0,event_type 54,severity_type 1,feature 80,181,resource_type 8
4771,2741,location 1016,2,event_type 11,severity_type 1,feature 182,1,resource_type 8
4772,7765,location 509,0,event_type 35,severity_type 2,feature 312,9,resource_type 2
4773,6205,location 938,1,event_type 11,severity_type 1,feature 202,2,resource_type 8
4774,6152,location 837,1,event_type 13,severity_type 1,feature 68,1,resource_type 6
4775,9571,location 518,0,event_type 35,severity_type 2,feature 315,9,resource_type 2
4776,4611,location 135,0,event_type 35,severity_type 2,feature 232,24,resource_type 2
4777,7952,location 102,0,event_type 35,severity_type 1,feature 134,1,resource_type 2
4778,1137,location 881,1,event_type 13,severity_type 1,feature 345,1,resource_type 6
4779,12579,location 472,0,event_type 35,severity_type 4,feature 94,1,resource_type 2
4780,15241,location 189,1,event_type 34,severity_type 2,feature 44,1,resource_type 8
4781,8937,location 1109,1,event_type 13,severity_type 1,feature 273,3,resource_type 6
4782,18367,location 648,0,event_type 23,severity_type 4,feature 306,1,resource_type 7
